Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
4381, Southern Recipes,Southern Fried Green Tomatoes,extra-virgin oil egg milk cornmeal flour tomato inch thick,289,43,10,7,https://www.allrecipes.com/recipe/22174/southern-fried-green-tomatoes/
4382, Southern Recipes,Sweet Potato Pone,sweet potato cut chunk brown sugar butter milk vanilla extract ground cinnamon salt egg,279,31,17,3,https://www.allrecipes.com/recipe/189848/sweet-potato-pone/
4383, Southern Recipes,Fresh Sweet Corn Fritters,flour baking powder corn kernel cut cob egg cream salt ground pepper tate vegetable oil cane syrup,355,30,24,6,https://www.allrecipes.com/recipe/223512/fresh-sweet-corn-fritters/
4384, Southern Recipes,Okra and Tomatoes,bacon frozen okra thawed onion bell pepper celery tomato salt pepper,94,12,5,4,https://www.allrecipes.com/recipe/20899/okra-and-tomatoes/
4385, Southern Recipes,Smooth Sweet Tea,baking soda water tea bag sugar cool water,73,19,0,0,https://www.allrecipes.com/recipe/109190/smooth-sweet-tea/
4386, Southern Recipes,The Real Rum Runner,ice pineapple juice orange juice blackberry liqueur banana liqueur light rum dark rum grenadine syrup tate high-proof rum orange,511,50,0,1,https://www.allrecipes.com/recipe/276843/the-real-rum-runner/
4387, Southern Recipes,Mint Julep,water sugar mint leaf,473,50,0,0,https://www.allrecipes.com/recipe/49444/mint-juleps/
4388, Southern Recipes,Sex with an Alligator,ice pineapple juice melon liqueur coconut rum liqueur jagermeister liqueur,0,0,0,0,https://www.allrecipes.com/recipe/59789/sex-with-an-alligator/
4389, Southern Recipes,Southern Boiled Custard,milk egg sugar vanilla extract,217,31,7,8,https://www.allrecipes.com/recipe/9422/southern-boiled-custard/
4390, Southern Recipes,Good Ol' Alabama Sweet Tea,sugar water ice cube family teabags orange pekoe tea cold water,97,25,0,0,https://www.allrecipes.com/recipe/77555/good-ol-alabama-sweet-tea/
4391, Southern Recipes,Alcohol-Free Mint Julep,water sugar mint leaf ice lemonade mint sprig garnish,122,32,0,0,https://www.allrecipes.com/recipe/104657/alcohol-free-mint-julep/
4392, Southern Recipes,Lynchburg Lemonade,ice cube tennessee whiskey sweet sour mix triple sec lemon-lime soda,0,0,0,0,https://www.allrecipes.com/recipe/153936/lynchburg-lemonade/
4393, Southern Recipes,Sazerac Cocktail,ice peychaud bitter angostura bitter sugar cube ice cube rye whiskey lemon peel,152,4,0,0,https://www.allrecipes.com/recipe/221321/sazerac-cocktail/
4394, Southern Recipes,Homemade Peach Tea,water sugar peach,130,34,0,0,https://www.allrecipes.com/recipe/245306/homemade-peach-tea/
4395, Southern Recipes,Old Virginia Wassail Cider,apple cider orange juice pineapple juice cinnamon stick clove honey,170,43,0,1,https://www.allrecipes.com/recipe/77899/old-virginia-wassail-cider/
4396, Southern Recipes,Sazerac,anise liqueur sugar water peychaud bitter ice cube rye whiskey lemon twist garnish,0,0,0,0,https://www.allrecipes.com/recipe/160601/sazerac/
4397, Southern Recipes,Sweet Lime Iced Tea,water tea bag sugar lime juiced,75,20,0,0,https://www.allrecipes.com/recipe/181891/sweet-lime-iced-tea/
4398, Southern Recipes,New Orleans Hurricane,ice lemon-lime beverage light rum passion fruit syrup lime juice proof rum,0,0,0,0,https://www.allrecipes.com/recipe/14946/new-orleans-hurricane/
4399, Southern Recipes,Swamp Water,ice lemonade apricot brandy lime vodka,0,0,0,0,https://www.allrecipes.com/recipe/22962/swamp-water/
4400, Southern Recipes,Pineapple Hurricane,amaretto liqueur light rum dark rum orange juice pineapple juice lemon juice grenadine syrup orange round maraschino cherry,0,0,0,0,https://www.allrecipes.com/recipe/21258/hurricane-i/
4401, Southern Recipes,Bohemian-Style Absinthe Cocktail,sugar cube absinthe cold water,79,11,0,0,https://www.allrecipes.com/recipe/236893/bohemian-style-absinthe-cocktail/
4402, Southern Recipes,Apple Julep,apple juice orange juice pineapple juice lemon juice mint leaf,121,30,0,1,https://www.allrecipes.com/recipe/76020/apple-julep/
4403, Southern Recipes,Mint Tea Punch,water mint tea bag sugar orange juice lemon juice cold water orange slice garnish lemon slice garnish,94,24,0,0,https://www.allrecipes.com/recipe/72391/mint-tea-punch/
4404, Southern Recipes,Texas Hurricane,ice rum coconut rum vodka gin triple sec orange juice pineapple juice grenadine syrup proof rum orange slice lime slice maraschino cherry,0,0,0,0,https://www.allrecipes.com/recipe/74971/texas-hurricane/
4405, Southern Recipes,Southern-Style Vanilla Lemonade,lemon sugar vanilla extract cold water,112,33,0,1,https://www.allrecipes.com/recipe/147010/southern-style-vanilla-lemonade/
4406, Southern Recipes,Grilled Peach Bourbon Smash,peach stone skin lemon sugar mint simple syrup bourbon ice ginger ale,317,56,0,0,https://www.allrecipes.com/recipe/254446/grilled-peach-bourbon-smash/
4407, Southern Recipes,South Carolina Sweet Tea,family size tea bag sugar,97,25,0,0,https://www.allrecipes.com/recipe/24222/south-carolina-sweet-tea/
4408, Southern Recipes,Peach Tea,water family size tea bag peach water stevia powder,5,2,0,0,https://www.allrecipes.com/recipe/110570/peach-tea/
4409, Southern Recipes,Hilton Head Iced Tea,ice beer orange juice vodka gin rum silver tequila triple sec beverage,159,15,0,1,https://www.allrecipes.com/recipe/237892/hilton-head-iced-tea/
4410, Southern Recipes,Don's Simple Sweet Tea,water tea bag sugar,155,40,0,0,https://www.allrecipes.com/recipe/235738/dons-simple-sweet-tea/
4411, Southern Recipes,Southern Sunrise,cold orange juice lemon juice sugar cold lemon-lime soda bourbon liqueur ice cube,0,0,0,0,https://www.allrecipes.com/recipe/80747/southern-sunrise/
4412, Southern Recipes,Georgia Shake,milk chocolate peanut butter cup chocolate ice cream,362,43,19,10,https://www.allrecipes.com/recipe/32479/georgia-shake/
4413, Southern Recipes,Sarah's Citrus Spritzer,sugar water lemon zest orange zest bail leaf tate lemon juice orange juice frozen strawberry thawed ice seltzer water,89,23,0,0,https://www.allrecipes.com/recipe/285380/sarahs-citrus-spritzer/
4414, Southern Recipes,Spiced Pear Old-Fashioned,pear rosemary lemon twist pure maple syrup cardamom bitter bourbon ginger liqueur ice cube club soda ice cube pear wedge garnish,215,20,0,0,https://www.allrecipes.com/recipe/8491553/spiced-pear-old-fashioned/
4415, Southern Recipes,Classic Old Fashioned,simple syrup water bitter ice cube bourbon whiskey orange maraschino cherry,0,0,0,0,https://www.allrecipes.com/recipe/162397/classic-old-fashioned/
4416, Southern Recipes,Old-Fashioned Swedish Glögg,port wine proof bourbon whiskey rum cinnamon stick strip orange peel clove cardamom pod square cheesecloth sugar dark raisin almond,0,0,0,0,https://www.allrecipes.com/recipe/180453/old-fashioned-swedish-glogg/
4417, Southern Recipes,Old Fashioned Cocktail,sugar cube water bitter whiskey lemon twist ice cube orange slice garnish marachino cherry garnish,168,7,0,0,https://www.allrecipes.com/recipe/221320/old-fashioned-cocktail/
4418, Southern Recipes,The John Collins Cocktail,bourbon whiskey lemon juice simple syrup ice club soda orange slice lemon slice maraschino cherry,176,11,0,0,https://www.allrecipes.com/recipe/222525/the-john-collins-cocktail/
4419, Southern Recipes,Maker's Mark Old Fashioned,sugar bitter orange cherry water ice part maker mark bourbon,0,0,0,0,https://www.allrecipes.com/recipe/281761/makers-mark-old-fashioned/
4420, Southern Recipes,Bourbon Slush,pineapple juice tea bourbon whiskey sugar frozen lemonade concentrate frozen orange juice concentrate lemon-lime beverage,0,0,0,0,https://www.allrecipes.com/recipe/27120/bourbon-slush/
4421, Southern Recipes,Traditional Hot Toddy,water honey bourbon whiskey lemon cinnamon stick lemon,363,39,0,1,https://www.allrecipes.com/recipe/281956/traditional-hot-toddy/
4422, Southern Recipes,Manhattan,bourbon sweet vermouth maraschino cherry ice,0,0,0,0,https://www.allrecipes.com/recipe/14891/manhattan/
4423, Southern Recipes,Betsy's Old-Fashioned Manhattan,ice cube bitter bourbon liqueur marachino cherry juice marachino cherry,251,16,0,0,https://www.allrecipes.com/recipe/239696/betsys-old-fashioned-manhattan/
4424, Southern Recipes,Chef John's Homemade Eggnog,egg yolk sugar milk cream nutmeg bourbon whiskey,463,28,31,12,https://www.allrecipes.com/recipe/246195/chef-johns-homemade-eggnog/
4425, Southern Recipes,Hot Toddy Cocktail,honey bourbon whiskey water lemon peel,204,18,0,0,https://www.allrecipes.com/recipe/222888/hot-toddy-cocktail/
4426, Southern Recipes,Jack Daniel's Very Merry Eggnog,sugar dark rum bourbon brandy vanilla extract ground nutmeg salt half-and-half cream egg,335,17,17,4,https://www.allrecipes.com/recipe/258474/jack-daniels-very-merry-eggnog/
4427, Southern Recipes,Chef John's Whiskey Sour,sugar water,555,104,0,4,https://www.allrecipes.com/recipe/280560/chef-johns-whiskey-sour/
4428, Southern Recipes,Kentucky Derby Bourbon Punch,bourbon frozen orange juice concentrate thawed frozen lemonade concentrate thawed lemon juice maraschino cherry juice club soda lemon maraschino cherry,124,13,0,0,https://www.allrecipes.com/recipe/244922/kentucky-derby-bourbon-punch/
4429, Southern Recipes,Strawberry Basil Bourbon Smash,strawberry cut chunk bail lemon juice simple syrup bourbon ice water,234,10,0,0,https://www.allrecipes.com/recipe/274573/strawberry-basil-bourbon-smash/
4430, Southern Recipes,Autumn Sunshine Cocktail,ice cube bourbon maple syrup orange liqueur clementine juiced peel cut strip lemon juiced,347,41,0,1,https://www.allrecipes.com/recipe/241614/autumn-sunshine-cocktail/
4431, Southern Recipes,Jim Beam Black Hot Toddy,part jim beam lemon juice honey water lemon peel,0,0,0,0,https://www.allrecipes.com/recipe/281756/jim-beam-black-hot-toddy/
4432, Southern Recipes,Simple Mint Julep,water sugar mint leaf tate bourbon tate ice cube,121,4,0,0,https://www.allrecipes.com/recipe/255947/simple-mint-julep/
4433, Southern Recipes,Jim Beam® Yule Nog,part jim beam bourbon part dekuyper buttershots schnapps part eggnog ground nutmeg ice,0,0,0,0,https://www.allrecipes.com/recipe/281757/jim-beam-yule-nog/
4434, Southern Recipes,Jim Beam Apple Highball,cup ice part jim beam apple bourbon part premium soda water lemon wedge,0,0,0,0,https://www.allrecipes.com/recipe/281753/jim-beam-apple-highball/
4435, Southern Recipes,Holiday Manhattan,sugar water bourbon whiskey sweet vermouth cherry juice bitter maraschino cherry,0,0,0,0,https://www.allrecipes.com/recipe/130748/holiday-manhattan/
4436, Southern Recipes,Jim Beam Black® Manhattan,angostura bitter part jim beam part vermouth sweet cherry lemon peel garnish ice,0,0,0,0,https://www.allrecipes.com/recipe/281758/jim-beam-black-manhattan/
4437, Southern Recipes,Cider-Bourbon Thermos Cocktail,apple cider pure maple syrup bag tea ginger cardamom pod split bourbon lemon juice,169,25,0,0,https://www.allrecipes.com/recipe/285566/cider-bourbon-thermos-cocktail/
4438, Southern Recipes,Clementine Old Fashioned,clementine juiced bourbon lemon juice simple syrup ice,444,61,1,3,https://www.allrecipes.com/recipe/284196/clementine-old-fashioned/
4439, Southern Recipes,Betty's Famous Eggnog,egg sugar bourbon dark rum cream half-and-half brandy ground nutmeg garnish,0,0,0,0,https://www.allrecipes.com/recipe/96610/bettys-famous-eggnog/
4440, Southern Recipes,Frozen Derby Mint Juleps,bourbon lemon juice simple syrup mint leaf ice,145,11,0,0,https://www.allrecipes.com/recipe/247319/frozen-derby-mint-juleps/
4441, Southern Recipes,Bourbon Cider Sour,part jim beam bourbon part cold apple cider part orange juice part simple syrup apple slice,0,0,0,0,https://www.allrecipes.com/recipe/281763/bourbon-cider-sour/
4442, Southern Recipes,Blackberry-Mint Julep Margarita,blackberry garnish mint garnish bourbon whiskey tequila lime juice agave nectar ice,88,5,0,0,https://www.allrecipes.com/recipe/267411/blackberry-mint-julep-margarita/
4443, Southern Recipes,Ginger-Peach Smash,mint peach nectar bourbon ginger liqueur ice,200,14,0,0,https://www.allrecipes.com/recipe/280784/ginger-peach-smash/
4444, Southern Recipes,Christmas Cheer,clove cardamom pod allspice berry star anise pod apple cider cranberry juice cocktail brown sugar cinnamon stick ginger cut thin slice bourbon strip orange peel,235,41,0,0,https://www.allrecipes.com/recipe/240748/christmas-cheer/
4445, Southern Recipes,John Collins Cocktail,ice bourbon whiskey lemon juice sugar club soda lemon,162,7,0,0,https://www.allrecipes.com/recipe/217232/john-collins-cocktail/
4446, Southern Recipes,Lemonade with Whiskey,bourbon frozen orange juice concentrate thawed frozen lemonade concentrate thawed lemon juice lemon-lime beverage club soda,277,41,0,1,https://www.allrecipes.com/recipe/274211/lemonade-with-whiskey/
4447, Southern Recipes,Delicious O.J. Punch,frozen orange juice concentrate thawed bourbon whiskey lemon-lime soda ice cube,0,0,0,0,https://www.allrecipes.com/recipe/71265/delicious-oj-punch/
4448, Southern Recipes,Southern-Style Chocolate Gravy,sugar cocoa flour milk butter vanilla,91,17,2,2,https://www.allrecipes.com/recipe/187298/southern-style-chocolate-gravy/
4449, Southern Recipes,Old Charleston-Style Shrimp and Grits,water salt ground grit half-and-half shrimp salt cayenne pepper lemon juiced andouille sausage cut slice bacon bell pepper bell pepper yellow bell pepper onion garlic butter flour chicken broth worcestershire sauce cheddar cheese,618,16,44,39,https://www.allrecipes.com/recipe/220895/old-charleston-style-shrimp-and-grits/
4450, Southern Recipes,Southern Fried Apples,butter sugar ground cinnamon granny smith apple,369,45,23,1,https://www.allrecipes.com/recipe/230907/southern-fried-apples/
4451, Southern Recipes,Beignets,dry yeast warm water milk sugar egg salt flour vegetable oil confectioner sugar,543,83,18,12,https://www.allrecipes.com/recipe/7179/beignets/
4452, Southern Recipes,Bacon Gravy for Biscuits,biscuit dough bacon flour milk salt pepper tate,282,31,13,10,https://www.allrecipes.com/recipe/161819/bacon-gravy-for-biscuits/
4453, Southern Recipes,Pepperoni Rolls,warm water sugar dry yeast flour sugar salt egg beaten butter pepperoni,247,32,10,7,https://www.allrecipes.com/recipe/187812/pepperoni-rolls/
4454, Southern Recipes,Southern Grits Casserole,water grit cheddar cheese butter cut piece ground pork sausage egg milk salt pepper,403,17,30,17,https://www.allrecipes.com/recipe/46968/southern-grits-casserole/
4455, Southern Recipes,Louisiana Sweet Potato Pancakes,sweet potato flour baking powder salt ground nutmeg milk butter egg beaten,215,29,8,6,https://www.allrecipes.com/recipe/36168/louisiana-sweet-potato-pancakes/
4456, Southern Recipes,Breakfast Grits,water salt hominy grit cheddar cheese butter ground pepper,240,31,9,8,https://www.allrecipes.com/recipe/14020/breakfast-grits/
4457, Southern Recipes,Chicken and Waffles,egg cream cayenne pepper salt ground pepper flour cornstarch salt peanut oil chicken tender mayonnaise maple syrup horseradish dry mustard powder bacon cheddar cheese plain frozen waffle,1793,127,110,73,https://www.allrecipes.com/recipe/193287/chicken-and-waffles/
4458, Southern Recipes,Cathead Biscuits,self-rising flour salt room-temperature vegetable buttermilk butter brushing tate,336,49,12,8,https://www.allrecipes.com/recipe/236141/cathead-biscuits/
4459, Southern Recipes,Monte Cristo Sandwich - the Real One,oil water egg flour baking powder salt bread cheese turkey ham ground pepper confectioner sugar,305,24,18,12,https://www.allrecipes.com/recipe/55409/monte-cristo-sandwich-the-real-one/
